"source","target","year","title","type"
"Wally Cirillo", "Rudy Van Gelder","1955", "Cirillo & Scott","release"
"Kenny Clarke", "Ernie Wilkins","1955", "The Ernie Wilkins - Kenny Clarke Septet Vol. 1","release"
"Kenny Clarke", "Rudy Van Gelder","1955", "The Ernie Wilkins - Kenny Clarke Septet Vol. 1","release"
"Ernie Wilkins", "Rudy Van Gelder","1955", "The Ernie Wilkins - Kenny Clarke Septet Vol. 1","release"
"Guiomar Novaes", "Mozart*","1955", "Piano Sonata No.11 In A Major, K.331 - Nr.15 In C-Major, K.545 - Nr.5 In G-Major, K. 283 - Rondo In A Minor, K.511","master"
"Guiomar Novaes", "Rudy Van Gelder","1955", "Piano Sonata No.11 In A Major, K.331 - Nr.15 In C-Major, K.545 - Nr.5 In G-Major, K. 283 - Rondo In A Minor, K.511","master"
"Mozart*", "Rudy Van Gelder","1955", "Piano Sonata No.11 In A Major, K.331 - Nr.15 In C-Major, K.545 - Nr.5 In G-Major, K. 283 - Rondo In A Minor, K.511","master"
"Gil Mellé Quintet", "Don Butterfield","1955", "5 Impressions Of Color","master"
"Gil Mellé Quintet", "Rudy Van Gelder","1955", "5 Impressions Of Color","master"
"Don Butterfield", "Rudy Van Gelder","1955", "5 Impressions Of Color","master"
"Julian "Cannonball" Adderley*", "Horace Silver","1955", "Bohemia After Dark","master"
"Julian "Cannonball" Adderley*", "Paul Chambers (3)","1955", "Bohemia After Dark","master"
"Julian "Cannonball" Adderley*", "Donald Byrd","1955", "Bohemia After Dark","master"
"Julian "Cannonball" Adderley*", "Nat Adderley","1955", "Bohemia After Dark","master"
"Julian "Cannonball" Adderley*", "Jerome Richardson","1955", "Bohemia After Dark","master"
"Julian "Cannonball" Adderley*", "Kenny Clarke","1955", "Bohemia After Dark","master"
"Horace Silver", "Paul Chambers (3)","1955", "Bohemia After Dark","master"
"Horace Silver", "Donald Byrd","1955", "Bohemia After Dark","master"
"Horace Silver", "Nat Adderley","1955", "Bohemia After Dark","master"
"Horace Silver", "Jerome Richardson","1955", "Bohemia After Dark","master"
"Horace Silver", "Kenny Clarke","1955", "Bohemia After Dark","master"
"Paul Chambers (3)", "Donald Byrd","1955", "Bohemia After Dark","master"
"Paul Chambers (3)", "Nat Adderley","1955", "Bohemia After Dark","master"
"Paul Chambers (3)", "Jerome Richardson","1955", "Bohemia After Dark","master"
"Paul Chambers (3)", "Kenny Clarke","1955", "Bohemia After Dark","master"
"Donald Byrd", "Nat Adderley","1955", "Bohemia After Dark","master"
"Donald Byrd", "Jerome Richardson","1955", "Bohemia After Dark","master"
"Donald Byrd", "Kenny Clarke","1955", "Bohemia After Dark","master"
"Nat Adderley", "Jerome Richardson","1955", "Bohemia After Dark","master"
"Nat Adderley", "Kenny Clarke","1955", "Bohemia After Dark","master"
"Jerome Richardson", "Kenny Clarke","1955", "Bohemia After Dark","master"
"Julian "Cannonball" Adderley*", "Rudy Van Gelder","1955", "Bohemia After Dark","master"
"Horace Silver", "Rudy Van Gelder","1955", "Bohemia After Dark","master"
"Paul Chambers (3)", "Rudy Van Gelder","1955", "Bohemia After Dark","master"
"Donald Byrd", "Rudy Van Gelder","1955", "Bohemia After Dark","master"
"Nat Adderley", "Rudy Van Gelder","1955", "Bohemia After Dark","master"
"Jerome Richardson", "Rudy Van Gelder","1955", "Bohemia After Dark","master"
"Kenny Clarke", "Rudy Van Gelder","1955", "Bohemia After Dark","master"
"Ernie Wilkins", "Frank Wess","1955", "Flutes & Reeds","master"
"Ernie Wilkins", "Jerome Richardson","1955", "Flutes & Reeds","master"
"Ernie Wilkins", "Hank Jones","1955", "Flutes & Reeds","master"
"Ernie Wilkins", "Eddie Jones","1955", "Flutes & Reeds","master"
"Ernie Wilkins", "Kenny Clarke","1955", "Flutes & Reeds","master"
"Frank Wess", "Jerome Richardson","1955", "Flutes & Reeds","master"
"Frank Wess", "Hank Jones","1955", "Flutes & Reeds","master"
"Frank Wess", "Eddie Jones","1955", "Flutes & Reeds","master"
"Frank Wess", "Kenny Clarke","1955", "Flutes & Reeds","master"
"Jerome Richardson", "Hank Jones","1955", "Flutes & Reeds","master"
"Jerome Richardson", "Eddie Jones","1955", "Flutes & Reeds","master"
"Jerome Richardson", "Kenny Clarke","1955", "Flutes & Reeds","master"
"Hank Jones", "Eddie Jones","1955", "Flutes & Reeds","master"
"Hank Jones", "Kenny Clarke","1955", "Flutes & Reeds","master"
"Eddie Jones", "Kenny Clarke","1955", "Flutes & Reeds","master"
"Ernie Wilkins", "Rudy Van Gelder","1955", "Flutes & Reeds","master"
"Frank Wess", "Rudy Van Gelder","1955", "Flutes & Reeds","master"
"Jerome Richardson", "Rudy Van Gelder","1955", "Flutes & Reeds","master"
"Hank Jones", "Rudy Van Gelder","1955", "Flutes & Reeds","master"
"Eddie Jones", "Rudy Van Gelder","1955", "Flutes & Reeds","master"
"Kenny Clarke", "Rudy Van Gelder","1955", "Flutes & Reeds","master"
"Kenny Clarke", "Arnold Goldberg","1955", "Spotlight On Percussion","master"
"Kenny Clarke", "Al Collins*","1955", "Spotlight On Percussion","master"
"Arnold Goldberg", "Al Collins*","1955", "Spotlight On Percussion","master"
"Kenny Clarke", "Rudy Van Gelder","1955", "Spotlight On Percussion","master"
"Arnold Goldberg", "Rudy Van Gelder","1955", "Spotlight On Percussion","master"
"Al Collins*", "Rudy Van Gelder","1955", "Spotlight On Percussion","master"
"Phil Woods New Jazz Quintet", "Jon Eardley","1955", "Encores","master"
"Phil Woods New Jazz Quintet", "Rudy Van Gelder","1955", "Encores","master"
"Jon Eardley", "Rudy Van Gelder","1955", "Encores","master"
"Sidney Bechet", ""Wild Bill" Davison* And Art Hodes","1955", "Giant Of Jazz (Volume 1)","master"
"Sidney Bechet", "Rudy Van Gelder","1955", "Giant Of Jazz (Volume 1)","master"
""Wild Bill" Davison* And Art Hodes", "Rudy Van Gelder","1955", "Giant Of Jazz (Volume 1)","master"
"Charles Mingus", "Thad Jones","1955", "Jazz Collaborations, Vol. I","master"
"Charles Mingus", "Rudy Van Gelder","1955", "Jazz Collaborations, Vol. I","master"
"Thad Jones", "Rudy Van Gelder","1955", "Jazz Collaborations, Vol. I","master"
"Prokofiev*", "Britten*","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Prokofiev*", "Brandon De Wilde","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Prokofiev*", "Pro Musica Symphony","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Prokofiev*", "Vienna*","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Prokofiev*", "Hans Swarowsky","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Britten*", "Brandon De Wilde","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Britten*", "Pro Musica Symphony","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Britten*", "Vienna*","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Britten*", "Hans Swarowsky","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Brandon De Wilde", "Pro Musica Symphony","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Brandon De Wilde", "Vienna*","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Brandon De Wilde", "Hans Swarowsky","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Pro Musica Symphony", "Vienna*","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Pro Musica Symphony", "Hans Swarowsky","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Vienna*", "Hans Swarowsky","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Prokofiev*", "Rudy Van Gelder","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Britten*", "Rudy Van Gelder","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Brandon De Wilde", "Rudy Van Gelder","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Pro Musica Symphony", "Rudy Van Gelder","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Vienna*", "Rudy Van Gelder","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Hans Swarowsky", "Rudy Van Gelder","1955", "Peter And The Wolf / Young Person's Guide To The Orchestra","master"
"Kenny Clarke", "Ernie Wilkins","1955", "Kenny Clarke & Ernie Wilkins","master"
"Kenny Clarke", "Rudy Van Gelder","1955", "Kenny Clarke & Ernie Wilkins","master"
"Ernie Wilkins", "Rudy Van Gelder","1955", "Kenny Clarke & Ernie Wilkins","master"
"Pee Wee Russell", "Ruby Braff","1955", "Jazz At Storyville Vol. 1","master"
"Pee Wee Russell", "Rudy Van Gelder","1955", "Jazz At Storyville Vol. 1","master"
"Ruby Braff", "Rudy Van Gelder","1955", "Jazz At Storyville Vol. 1","master"
"Lennie Tristano", "Marian McPartland","1955", "The Jazz Keyboards","master"
"Lennie Tristano", "Bobby Scott","1955", "The Jazz Keyboards","master"
"Lennie Tristano", "Joe Bushkin","1955", "The Jazz Keyboards","master"
"Marian McPartland", "Bobby Scott","1955", "The Jazz Keyboards","master"
"Marian McPartland", "Joe Bushkin","1955", "The Jazz Keyboards","master"
"Bobby Scott", "Joe Bushkin","1955", "The Jazz Keyboards","master"
"Lennie Tristano", "Rudy Van Gelder","1955", "The Jazz Keyboards","master"
"Marian McPartland", "Rudy Van Gelder","1955", "The Jazz Keyboards","master"
"Bobby Scott", "Rudy Van Gelder","1955", "The Jazz Keyboards","master"
"Joe Bushkin", "Rudy Van Gelder","1955", "The Jazz Keyboards","master"
"Milt Jackson", "Frank Wess","1955", "Opus De Jazz","master"
"Milt Jackson", "Kenny Clarke","1955", "Opus De Jazz","master"
"Milt Jackson", "Hank Jones","1955", "Opus De Jazz","master"
"Milt Jackson", "Eddie Jones","1955", "Opus De Jazz","master"
"Frank Wess", "Kenny Clarke","1955", "Opus De Jazz","master"
"Frank Wess", "Hank Jones","1955", "Opus De Jazz","master"
"Frank Wess", "Eddie Jones","1955", "Opus De Jazz","master"
"Kenny Clarke", "Hank Jones","1955", "Opus De Jazz","master"
"Kenny Clarke", "Eddie Jones","1955", "Opus De Jazz","master"
"Hank Jones", "Eddie Jones","1955", "Opus De Jazz","master"
"Milt Jackson", "Rudy Van Gelder","1955", "Opus De Jazz","master"
"Frank Wess", "Rudy Van Gelder","1955", "Opus De Jazz","master"
"Kenny Clarke", "Rudy Van Gelder","1955", "Opus De Jazz","master"
"Hank Jones", "Rudy Van Gelder","1955", "Opus De Jazz","master"
"Eddie Jones", "Rudy Van Gelder","1955", "Opus De Jazz","master"
"Prokofiev*", "Paris Philharmonia Orchestra*","1955", "Suite Du Ballet "Chout," Op. 21 (Complete Buffoon Suite) / Lieutenant Kije Suite, Op. 60","master"
"Prokofiev*", "Jascha Horenstein","1955", "Suite Du Ballet "Chout," Op. 21 (Complete Buffoon Suite) / Lieutenant Kije Suite, Op. 60","master"
"Paris Philharmonia Orchestra*", "Jascha Horenstein","1955", "Suite Du Ballet "Chout," Op. 21 (Complete Buffoon Suite) / Lieutenant Kije Suite, Op. 60","master"
"Prokofiev*", "Rudy Van Gelder","1955", "Suite Du Ballet "Chout," Op. 21 (Complete Buffoon Suite) / Lieutenant Kije Suite, Op. 60","master"
"Paris Philharmonia Orchestra*", "Rudy Van Gelder","1955", "Suite Du Ballet "Chout," Op. 21 (Complete Buffoon Suite) / Lieutenant Kije Suite, Op. 60","master"
"Jascha Horenstein", "Rudy Van Gelder","1955", "Suite Du Ballet "Chout," Op. 21 (Complete Buffoon Suite) / Lieutenant Kije Suite, Op. 60","master"
"Sidney Bechet", ""Wild Bill" Davison* and Art Hodes","1955", "Volume 2","master"
"Sidney Bechet", "Rudy Van Gelder","1955", "Volume 2","master"
""Wild Bill" Davison* and Art Hodes", "Rudy Van Gelder","1955", "Volume 2","master"
"Jay*", "Kai*","1955", "Jay & Kai","master"
"Jay*", "Rudy Van Gelder","1955", "Jay & Kai","master"
"Kai*", "Rudy Van Gelder","1955", "Jay & Kai","master"
"Chopin*", "Guiomar Novaes","1955", "Waltzes (Complete)","master"
"Chopin*", "Rudy Van Gelder","1955", "Waltzes (Complete)","master"
"Guiomar Novaes", "Rudy Van Gelder","1955", "Waltzes (Complete)","master"
"Gluck*", "Pergolesi*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Boccherini*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Camillo Wanausek ","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Flute","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Pro Musica Orchestra","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Vienna*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Charles Adler*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Boccherini*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Camillo Wanausek ","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Flute","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Pro Musica Orchestra","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Vienna*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Charles Adler*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Boccherini*", "Camillo Wanausek ","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Boccherini*", "Flute","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Boccherini*", "Pro Musica Orchestra","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Boccherini*", "Vienna*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Boccherini*", "Charles Adler*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Boccherini*", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Camillo Wanausek ", "Flute","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Camillo Wanausek ", "Pro Musica Orchestra","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Camillo Wanausek ", "Vienna*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Camillo Wanausek ", "Charles Adler*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Camillo Wanausek ", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Flute", "Pro Musica Orchestra","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Flute", "Vienna*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Flute", "Charles Adler*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Flute", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pro Musica Orchestra", "Vienna*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pro Musica Orchestra", "Charles Adler*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pro Musica Orchestra", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Vienna*", "Charles Adler*","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Vienna*", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Charles Adler*", "Michael Gielen","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Gluck*", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pergolesi*", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Boccherini*", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Camillo Wanausek ", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Flute", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Pro Musica Orchestra", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Vienna*", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Charles Adler*", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Michael Gielen", "Rudy Van Gelder","1955", "Flute Concerto In G Major / Flute Concerto In G Major / Flute Concerto In D Major","master"
"Lee Konitz", "Tristano*","1955", "Subconscious-Lee","master"
"Lee Konitz", "Marsh*","1955", "Subconscious-Lee","master"
"Lee Konitz", "Bauer*","1955", "Subconscious-Lee","master"
"Tristano*", "Marsh*","1955", "Subconscious-Lee","master"
"Tristano*", "Bauer*","1955", "Subconscious-Lee","master"
"Marsh*", "Bauer*","1955", "Subconscious-Lee","master"
"Lee Konitz", "Rudy Van Gelder","1955", "Subconscious-Lee","master"
